time1,angle1,time2,angle2,Time (s) Run #3,"Angle, Ch P1 (rad) Run #3",Time (s) Run #4,"Angle, Ch P1 (rad) Run #4",Time (s) Run #5,"Angle, Ch P1 (rad) Run #5",Time (s) Run #7,"Angle, Ch P1 (rad) Run #7",Time (s) 0.2,"Angle, Ch P1 (rad) 0.2",Time (s) 0.3,"Angle, Ch P1 (rad) 0.3",Time (s) 0.35,"Angle, Ch P1 (rad) 0.35",Time (s) 0.4,"Angle, Ch P1 (rad) 0.4",Time (s) 0.45,"Angle, Ch P1 (rad) 0.45",Time (s) 0.5,"Angle, Ch P1 (rad) 0.5",Time (s) 0.55,"Angle, Ch P1 (rad) 0.55",Time (s) 0,"Angle, Ch P1 (rad) 0",Time (s) 0.2,"Angle, Ch P1 (rad) 0.2",Time (s) 0.54,"Angle, Ch P1 (rad) 0.54",Time (s) 0.56,"Angle, Ch P1 (rad) 0.56",Time (s) 0.53,"Angle, Ch P1 (rad) 0.53",Time (s) 0.51,"Angle, Ch P1 (rad) 0.51",Time (s) 0.08,"Angle, Ch P1 (rad) 0.08",Time (s) 0.1,"Angle, Ch P1 (rad) 0.1",Time (s) 0.04,"Angle, Ch P1 (rad) 0.04"
3.78,-0.039269938,3.78,0.197920485,3.78,0.089535458,3.78,0.098960243,3.78,-0.10681423,3.78,0.014137178,3.78,0.03769914,3.78,0.048694723,3.78,-0.102101838,3.78,-0.117809813,3.78,0.141371775,3.78,-0.223053245,3.78,-0.141371775,3.78,-0.122522205,3.78,0.108385028,3.78,-0.155508953,3.78,-0.16964613,3.78,-0.18221251,3.78,0.014137178,3.78,0.086393863,3.78,-0.216770055,3.78,-0.271747968
3.79,-0.036128343,3.79,0.196349688,3.79,0.089535458,3.79,0.09424785,3.79,-0.102101838,3.79,0.009424785,3.79,0.032986748,3.79,0.051836318,3.79,-0.108385028,3.79,-0.116239015,3.79,0.146084168,3.79,-0.221482448,3.79,-0.14451337,3.79,-0.120951408,3.79,0.10681423,3.79,-0.155508953,3.79,-0.172787725,3.79,-0.179070915,3.79,0.007853988,3.79,0.08796466,3.79,-0.21362846,3.79,-0.271747968
3.8,-0.032986748,3.8,0.19477889,3.8,0.089535458,3.8,0.089535458,3.8,-0.095818648,3.8,0.004712393,3.8,0.029845153,3.8,0.05654871,3.8,-0.114668218,3.8,-0.114668218,3.8,0.15079656,3.8,-0.21991165,3.8,-0.147654965,3.8,-0.11938061,3.8,0.103672635,3.8,-0.155508953,3.8,-0.174358523,3.8,-0.174358523,3.8,0.001570798,3.8,0.091106255,3.8,-0.210486865,3.8,-0.27017717
3.81,-0.029845153,3.81,0.191637295,3.81,0.089535458,3.81,0.084823065,3.81,-0.091106255,3.81,-8.67E-18,3.81,0.026703558,3.81,0.059690305,3.81,-0.120951408,3.81,-0.11309742,3.81,0.155508953,3.81,-0.218340853,3.81,-0.15079656,3.81,-0.117809813,3.81,0.102101838,3.81,-0.155508953,3.81,-0.17592932,3.81,-0.171216928,3.81,-0.004712393,3.81,0.092677053,3.81,-0.20734527,3.81,-0.27017717
3.82,-0.026703558,3.82,0.190066498,3.82,0.091106255,3.82,0.080110673,3.82,-0.084823065,3.82,-0.004712393,3.82,0.023561963,3.82,0.064402698,3.82,-0.128805395,3.82,-0.111526623,3.82,0.158650548,3.82,-0.215199258,3.82,-0.152367358,3.82,-0.116239015,3.82,0.098960243,3.82,-0.155508953,3.82,-0.177500118,3.82,-0.166504535,3.82,-0.010995583,3.82,0.095818648,3.82,-0.204203675,3.82,-0.27017717
3.83,-0.021991165,3.83,0.186924903,3.83,0.091106255,3.83,0.076969078,3.83,-0.080110673,3.83,-0.007853988,3.83,0.020420368,3.83,0.067544293,3.83,-0.135088585,3.83,-0.108385028,3.83,0.161792143,3.83,-0.212057663,3.83,-0.155508953,3.83,-0.114668218,3.83,0.095818648,3.83,-0.153938155,3.83,-0.179070915,3.83,-0.161792143,3.83,-0.01884957,3.83,0.097389445,3.83,-0.20106208,3.83,-0.268606373
3.84,-0.01884957,3.84,0.185354105,3.84,0.091106255,3.84,0.072256685,3.84,-0.07539828,3.84,-0.01256638,3.84,0.017278773,3.84,0.072256685,3.84,-0.141371775,3.84,-0.10681423,3.84,0.166504535,3.84,-0.208916068,3.84,-0.15707975,3.84,-0.111526623,3.84,0.09424785,3.84,-0.152367358,3.84,-0.179070915,3.84,-0.15707975,3.84,-0.02513276,3.84,0.098960243,3.84,-0.197920485,3.84,-0.267035575
3.85,-0.015707975,3.85,0.18221251,3.85,0.091106255,3.85,0.067544293,3.85,-0.06911509,3.85,-0.015707975,3.85,0.015707975,3.85,0.07539828,3.85,-0.147654965,3.85,-0.103672635,3.85,0.16964613,3.85,-0.205774473,3.85,-0.160221345,3.85,-0.109955825,3.85,0.091106255,3.85,-0.152367358,3.85,-0.180641713,3.85,-0.152367358,3.85,-0.03141595,3.85,0.10053104,3.85,-0.193208093,3.85,-0.267035575
3.86,-0.01256638,3.86,0.179070915,3.86,0.089535458,3.86,0.0628319,3.86,-0.064402698,3.86,-0.01884957,3.86,0.01256638,3.86,0.078539875,3.86,-0.153938155,3.86,-0.10053104,3.86,0.172787725,3.86,-0.202632878,3.86,-0.161792143,3.86,-0.108385028,3.86,0.08796466,3.86,-0.15079656,3.86,-0.180641713,3.86,-0.147654965,3.86,-0.03769914,3.86,0.102101838,3.86,-0.190066498,3.86,-0.26389398
3.87,-0.007853988,3.87,0.17592932,3.87,0.089535458,3.87,0.058119508,3.87,-0.059690305,3.87,-0.021991165,3.87,0.010995583,3.87,0.083252268,3.87,-0.160221345,3.87,-0.097389445,3.87,0.174358523,3.87,-0.199491283,3.87,-0.161792143,3.87,-0.10681423,3.87,0.084823065,3.87,-0.147654965,3.87,-0.180641713,3.87,-0.141371775,3.87,-0.04398233,3.87,0.103672635,3.87,-0.185354105,3.87,-0.262323183
3.88,-0.004712393,3.88,0.172787725,3.88,0.089535458,3.88,0.053407115,3.88,-0.054977913,3.88,-0.02513276,3.88,0.009424785,3.88,0.086393863,3.88,-0.166504535,3.88,-0.09424785,3.88,0.177500118,3.88,-0.19477889,3.88,-0.16336294,3.88,-0.103672635,3.88,0.08168147,3.88,-0.146084168,3.88,-0.180641713,3.88,-0.136659383,3.88,-0.05026552,3.88,0.105243433,3.88,-0.18221251,3.88,-0.260752385
3.89,-0.001570798,3.89,0.16964613,3.89,0.089535458,3.89,0.048694723,3.89,-0.05026552,3.89,-0.028274355,3.89,0.00628319,3.89,0.089535458,3.89,-0.171216928,3.89,-0.089535458,3.89,0.179070915,3.89,-0.190066498,3.89,-0.164933738,3.89,-0.102101838,3.89,0.078539875,3.89,-0.14451337,3.89,-0.179070915,3.89,-0.130376193,3.89,-0.054977913,3.89,0.10681423,3.89,-0.177500118,3.89,-0.259181588
3.9,0.001570798,3.9,0.166504535,3.9,0.08796466,3.9,0.045553128,3.9,-0.045553128,3.9,-0.03141595,3.9,0.00628319,3.9,0.092677053,3.9,-0.177500118,3.9,-0.086393863,3.9,0.180641713,3.9,-0.185354105,3.9,-0.164933738,3.9,-0.098960243,3.9,0.07539828,3.9,-0.141371775,3.9,-0.179070915,3.9,-0.1256638,3.9,-0.061261103,3.9,0.108385028,3.9,-0.172787725,3.9,-0.256039993
3.91,0.00628319,3.91,0.16336294,3.91,0.08796466,3.91,0.040840735,3.91,-0.040840735,3.91,-0.032986748,3.91,0.004712393,3.91,0.095818648,3.91,-0.183783308,3.91,-0.08168147,3.91,0.18221251,3.91,-0.180641713,3.91,-0.164933738,3.91,-0.097389445,3.91,0.072256685,3.91,-0.139800978,3.91,-0.177500118,3.91,-0.11938061,3.91,-0.067544293,3.91,0.108385028,3.91,-0.16964613,3.91,-0.252898398
3.92,0.009424785,3.92,0.158650548,3.92,0.086393863,3.92,0.036128343,3.92,-0.03769914,3.92,-0.034557545,3.92,0.003141595,3.92,0.098960243,3.92,-0.1884957,3.92,-0.078539875,3.92,0.183783308,3.92,-0.17592932,3.92,-0.164933738,3.92,-0.09424785,3.92,0.06911509,3.92,-0.136659383,3.92,-0.17592932,3.92,-0.11309742,3.92,-0.072256685,3.92,0.108385028,3.92,-0.164933738,3.92,-0.2513276
3.93,0.01256638,3.93,0.155508953,3.93,0.086393863,3.93,0.032986748,3.93,-0.032986748,3.93,-0.036128343,3.93,0.001570798,3.93,0.10053104,3.93,-0.193208093,3.93,-0.073827483,3.93,0.185354105,3.93,-0.16964613,3.93,-0.164933738,3.93,-0.091106255,3.93,0.065973495,3.93,-0.133517788,3.93,-0.174358523,3.93,-0.10681423,3.93,-0.076969078,3.93,0.109955825,3.93,-0.160221345,3.93,-0.248186005
3.94,0.015707975,3.94,0.152367358,3.94,0.084823065,3.94,0.028274355,3.94,-0.029845153,3.94,-0.03769914,3.94,0.001570798,3.94,0.103672635,3.94,-0.199491283,3.94,-0.06911509,3.94,0.185354105,3.94,-0.164933738,3.94,-0.164933738,3.94,-0.089535458,3.94,0.0628319,3.94,-0.130376193,3.94,-0.172787725,3.94,-0.10053104,3.94,-0.08168147,3.94,0.109955825,3.94,-0.155508953,3.94,-0.24504441
